itr	module_id	selected_gene	most_covered	least_covers	avg_covered	benefit	cost
612	406	MYLK2	0	18	15	4	1.000000
613	407	DHX34	0	18	15	4	1.000000
614	408	UPF1	0	18	15	4	1.000000
615	408	SMG1	0	18	15	3	0.502549
616	409	UBE3A	0	18	15	4	1.000000
617	410	HELB	0	18	15	4	1.000000
618	411	RIPK4	0	18	15	4	1.000000
619	412	ZBTB33	0	18	15	4	1.000000
620	413	ZNF324B	0	18	15	4	1.000000
621	414	DDX41	0	18	15	4	1.000000
622	415	ELL	0	18	15	4	1.000000
623	416	NEK3	0	18	15	4	1.000000
624	417	DDX23	0	18	15	4	1.000000
625	418	FBXO25	0	18	15	4	1.000000
626	419	CLEC3A	0	18	15	4	1.000000
627	420	EXD1	0	18	15	4	1.000000
628	421	RTF1	0	18	15	4	1.000000
629	422	PCSK4	0	18	15	4	1.000000
630	423	NQO1	0	18	15	4	1.000000
631	150	RPL9	0	18	15	3	0.771761
632	111	RECQL4	0	18	15	3	0.794515
633	364	POLR3C	0	18	15	3	0.797776
634	394	IKZF1	0	18	15	3	0.810547
635	362	KRTAP4-2	0	18	15	3	0.817240
636	212	ACTA2	0	18	15	3	0.820034
637	33	PDGFRB	0	18	15	3	0.823050
638	288	EXOC7	0	18	15	3	0.824534
639	112	TMEM198	0	18	15	3	0.846468
640	400	BRPF3	0	18	15	3	0.848544
641	363	MRC2	0	18	15	3	0.856279
642	99	ABCC1	0	18	15	3	0.859073
643	194	SHARPIN	0	18	15	3	0.860021
644	411	NAPSA	0	18	15	3	0.864788
645	270	ACVR2B	0	18	15	3	0.865148
646	306	KRTAP10-8	0	18	15	3	0.882090
647	273	RIN1	0	18	15	3	0.884755
648	228	CTNNA2	0	18	15	3	0.887035
649	43	DVL3	0	18	15	3	0.889120
650	223	ATF7IP	0	18	15	3	0.901099
651	417	HNRNPK	0	18	15	3	0.906277
652	367	PJA2	0	18	15	3	0.913336
653	409	PGR	0	18	15	3	0.917942
654	52	SORCS2	0	18	15	3	0.919106
655	210	BTBD3	0	18	15	3	0.932011
656	267	TAS2R38	0	18	15	3	0.940989
657	240	LHCGR	0	18	15	3	0.949125
658	67	HIST1H2BK	0	18	15	3	0.950703
659	67	SMARCA2	0	18	15	3	0.941919
660	195	CBX7	0	18	15	3	0.952501
661	214	DAG1	0	18	15	3	0.953894
662	419	SEPT10	0	18	15	3	0.960040
663	67	KAT2B	0	18	15	3	0.969976
664	158	SLC38A8	0	18	15	3	0.970181
665	304	TFAM	0	18	15	3	0.982664
666	18	TMPRSS15	0	18	15	3	0.983751
667	278	CFLAR	0	18	15	3	0.994000
668	424	AFF2	0	18	15	3	1.000000
669	425	ECE2	0	18	15	3	1.000000
670	426	USP34	0	18	15	3	1.000000
671	427	EPB41L3	0	18	15	3	1.000000
672	428	ABCA10	0	18	15	3	1.000000
673	429	TRPM3	0	18	15	3	1.000000
674	430	SVIL	0	18	15	3	1.000000
675	431	HELZ	0	18	15	3	1.000000
676	432	ARHGAP39	0	18	15	3	1.000000
677	433	EGFLAM	0	18	15	3	1.000000
678	434	NTRK3	0	18	15	3	1.000000
679	434	KIDINS220	0	18	15	3	0.980867
680	435	FBXL7	0	18	15	3	1.000000
681	436	CNTN4	0	18	15	3	1.000000
682	437	ZNF34	0	18	15	3	1.000000
683	438	CASP8	0	18	15	3	1.000000
684	438	PARP2	0	18	15	3	0.935351
685	439	C11orf30	0	18	15	3	1.000000
686	440	NIN	0	18	15	3	1.000000
687	441	PLCB4	0	18	15	3	1.000000
688	442	PHACTR3	0	18	15	3	1.000000
689	443	OR1C1	0	18	15	3	1.000000
690	443	GNRHR	0	18	15	3	0.826606
691	444	SLC45A2	0	18	15	3	1.000000
692	445	SOX5	0	18	15	3	1.000000
693	446	COL16A1	0	18	15	3	1.000000
694	447	SYNJ1	0	18	15	3	1.000000
695	448	AKAP11	0	18	15	3	1.000000
696	449	CYP7A1	0	18	15	3	1.000000
697	450	DNMBP	0	18	15	3	1.000000
698	451	RET	0	18	15	3	1.000000
699	452	KANK1	0	18	15	3	1.000000
700	452	OLFML3	0	18	15	3	0.978533
701	453	SELENBP1	0	18	15	3	1.000000
702	454	SLC12A1	0	18	15	3	1.000000
703	455	CORIN	0	18	15	3	1.000000
704	456	CAPRIN2	0	18	15	3	1.000000
705	457	PHIP	0	18	15	3	1.000000
706	457	WDR65	0	18	15	3	0.962187
707	458	SLC1A6	0	18	15	3	1.000000
708	459	CCDC136	0	18	15	3	1.000000
709	460	EZH2	0	18	15	3	1.000000
710	461	ZDHHC11	0	18	15	3	1.000000
711	462	GABRA4	0	18	15	3	1.000000
712	463	TGM6	0	18	15	3	1.000000
713	464	MYO1D	0	18	15	3	1.000000
714	465	PM20D1	0	18	15	3	1.000000
715	466	BAGE2	0	18	15	3	1.000000
716	467	DNAI1	0	18	15	3	1.000000
717	468	SEC24B	0	18	15	3	1.000000
718	469	PNPLA7	0	18	15	3	1.000000
719	470	SSTR4	0	18	15	3	1.000000
720	471	DCT	0	18	15	3	1.000000
721	472	TTLL2	0	18	15	3	1.000000
722	473	ADAMTS1	0	18	15	3	1.000000
723	474	RASAL1	0	18	15	3	1.000000
724	475	SCML2	0	18	15	3	1.000000
725	476	DCTN1	0	18	15	3	1.000000
726	477	ADRBK1	0	18	15	3	1.000000
727	478	TBX4	0	18	15	3	1.000000
728	479	CLCN6	0	18	15	3	1.000000
729	480	NCKAP1	0	18	15	3	1.000000
730	481	WNK4	0	18	15	3	1.000000
731	482	LINGO1	0	18	15	3	1.000000
732	483	RHBDF2	0	18	15	3	1.000000
733	484	MC2R	0	18	15	3	1.000000
734	485	SNCAIP	0	18	15	3	1.000000
735	486	HSPA4	0	18	15	3	1.000000
736	487	PITPNC1	0	18	15	3	1.000000
737	488	HKDC1	0	18	15	3	1.000000
738	489	AP3D1	0	18	15	3	1.000000
739	490	ASTE1	0	18	15	3	1.000000
740	491	DIAPH1	0	18	15	3	1.000000
741	492	TOP3B	0	18	15	3	1.000000
742	493	ZMAT1	0	18	15	3	1.000000
743	494	MPRIP	0	18	15	3	1.000000
744	495	KCNG4	0	18	15	3	1.000000
745	496	NEMF	0	18	15	3	1.000000
746	496	RPS27L	0	18	15	3	0.986929
747	497	SREBF2	0	18	15	3	1.000000
748	498	ASB15	0	18	15	3	1.000000
749	499	KCNK13	0	18	15	3	1.000000
750	500	ITGB5	0	18	15	3	1.000000
751	501	ZNF394	0	18	15	3	1.000000
752	502	CEP104	0	18	15	3	1.000000
753	503	SYT15	0	18	15	3	1.000000
754	504	RIN2	0	18	15	3	1.000000
755	505	AGBL2	0	18	15	3	1.000000
756	506	OVGP1	0	18	15	3	1.000000
757	507	NUDT11	0	18	15	3	1.000000
758	508	ATP2A2	0	18	15	3	1.000000
759	509	CYP1A1	0	18	15	3	1.000000
760	510	R3HDML	0	18	15	3	1.000000
761	511	SLC24A1	0	18	15	3	1.000000
762	512	STEAP2	0	18	15	3	1.000000
763	513	SLC39A5	0	18	15	3	1.000000
764	514	LYRM5	0	18	15	3	1.000000
765	515	NPNT	0	18	15	3	1.000000
766	516	GJB4	0	18	15	3	1.000000
767	517	KDM1A	0	18	15	3	1.000000
768	518	G6PC	0	18	15	3	1.000000
769	519	RSRC2	0	18	15	3	1.000000
770	520	KLK5	0	18	15	3	1.000000
771	521	RAB23	0	18	15	3	1.000000
772	522	ANKRD18A	0	18	15	3	1.000000
773	523	C10orf76	0	18	15	3	1.000000
774	524	FGL2	0	18	15	3	1.000000
775	525	KLRK1	0	18	15	3	1.000000
776	526	PDCL3	0	18	15	3	1.000000
777	527	KLC3	0	18	15	3	1.000000
778	528	UGCG	0	18	15	3	1.000000
779	529	SFT2D1	0	18	15	3	1.000000
780	530	AP1S3	0	18	15	3	1.000000
781	531	FAM133A	0	18	15	2	1.000000
782	318	COMP	0	18	15	1	0.502637
783	435	MAGI1	0	18	15	1	0.573934
784	351	ABCA7	0	18	15	1	0.606209
785	38	POLR2E	0	18	15	1	0.617944
786	377	SBNO2	0	18	15	1	0.651406
787	471	MITF	0	18	15	1	0.671232
788	150	RPS15	0	18	15	1	0.708386
789	347	CDH2	0	18	15	1	0.716394
790	274	DSC2	0	18	15	1	0.723110
791	355	FUK	0	18	15	1	0.730836
792	392	VPS4A	0	18	15	1	0.733152
793	311	DHODH	0	18	15	1	0.741060
794	491	TBP	0	18	15	1	0.755997
795	293	PSMB1	0	18	15	1	0.756588
796	520	DSG1	0	18	15	1	0.768028
797	150	UBA52	0	18	15	1	0.774715
798	150	RPS25	0	18	15	1	0.785278
799	309	BCAR1	0	18	15	1	0.790892
800	488	HYOU1	0	18	15	1	0.791861
801	452	NAT2	0	18	15	1	0.838676
802	287	RHOD	0	18	15	1	0.851769
803	486	GBE1	0	18	15	1	0.857267
804	67	SMARCB1	0	18	15	1	0.878361
805	198	KDM2A	0	18	15	1	0.917476
806	417	HNRNPF	0	18	15	1	0.936283
807	518	PPAP2C	0	18	15	1	0.937209
808	231	FANCF	0	18	15	1	0.939871
809	240	ROBO2	0	18	15	1	0.979317
810	409	NCOR2	0	18	15	1	0.994185
811	532	TNN	0	18	15	1	1.000000
812	533	ROBO1	0	18	15	1	1.000000
813	534	CNTN3	0	18	15	1	1.000000
814	535	ANO5	0	18	15	1	1.000000
815	536	CCDC50	0	18	15	1	1.000000
816	537	ZNF318	0	18	15	1	1.000000
817	538	PPL	0	18	15	1	1.000000
818	539	PDZRN3	0	18	15	1	1.000000
819	540	SLC17A6	0	18	15	1	1.000000
820	541	LRIG1	0	18	15	1	1.000000
821	542	NEK5	0	18	15	1	1.000000
822	543	ATP7B	0	18	15	1	1.000000
823	544	CDK13	0	18	15	1	1.000000
824	545	FOXP1	0	18	15	1	1.000000
825	546	AFM	0	18	15	1	1.000000
826	546	AFP	0	18	15	1	0.678496
827	547	NAP1L3	0	18	15	1	1.000000
828	548	RASA3	0	18	15	1	1.000000
829	549	CHRNA2	0	18	15	1	1.000000
830	550	OSBPL10	0	18	15	1	1.000000
831	551	OR10G7	0	18	15	1	1.000000
832	552	TMF1	0	18	15	1	1.000000
833	553	MYO19	0	18	15	1	1.000000
834	554	CHAMP1	0	18	15	1	1.000000
835	555	RHOU	0	18	15	1	1.000000
836	556	ACBD6	0	18	15	1	1.000000
837	557	C7orf10	0	18	15	1	1.000000
838	558	CDC16	0	18	15	1	1.000000
839	559	KBTBD8	0	18	15	1	1.000000
840	560	UPF3A	0	18	15	1	1.000000
841	561	TAF15	0	18	15	1	1.000000
842	562	B3GNTL1	0	18	15	1	1.000000
843	563	ZNF485	0	18	15	1	1.000000
844	564	OR13A1	0	18	15	1	1.000000
845	565	RASSF6	0	18	15	1	1.000000
846	566	PIGW	0	18	15	1	1.000000
847	567	RASSF4	0	18	15	1	1.000000
848	568	GAS2	0	18	15	1	1.000000
849	569	ZNF239	0	18	15	1	1.000000
850	570	RPUSD4	0	18	15	1	1.000000
851	571	LYZL6	0	18	15	1	1.000000
852	572	MARCH8	0	18	15	1	1.000000
853	573	CXCL6	0	18	15	1	1.000000
854	573	CCL3L3	0	18	15	1	0.991367
855	574	RDM1	0	18	15	1	1.000000
856	575	RALA	0	18	15	1	1.000000
857	576	ZNF32	0	18	15	1	1.000000
858	576	ZNF22	0	18	15	1	0.699372
859	577	PDCD2	0	18	15	1	1.000000
860	578	CCL14	0	18	15	1	1.000000
861	579	CSN3	0	18	15	1	1.000000
862	580	TGFB3	0	18	15	1	1.000000
863	581	CCL15	0	18	15	1	1.000000
864	581	CCL16	0	18	15	1	0.630610
865	582	CCL23	0	18	15	1	1.000000
866	583	SLC2A11	0	18	15	1	1.000000
867	584	YAE1D1	0	18	15	1	1.000000
868	585	IL8	0	18	15	1	1.000000
869	585	CCL4	0	18	15	1	0.688072
870	586	TBC1D3B	0	18	15	1	1.000000
871	587	CCL3	0	18	15	1	1.000000
872	587	CCL3L1	0	18	15	1	0.680571
873	588	DERL3	0	18	15	1	1.000000
874	589	HTN3	0	18	15	1	1.000000
875	590	HTN1	0	18	15	1	1.000000
876	591	WASH5P	0	18	15	1	1.000000
877	592	LINC00265	0	18	15	1	1.000000
878	593	MIF	0	18	15	1	1.000000
